,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,GABRA1,a90c9,f94e0,499.6428571428573,93.28571428571418,67.85714285714309,25.0,#None,Ensembl,ENSG00000022355,POINT (499.6428571428573 93.28571428571418)
1,PLCG1,b312e,,939.6428571428572,401.42857142857144,67.85714285714299,25.0,#None,Ensembl,ENSG00000124181,POINT (939.6428571428572 401.42857142857144)
2,proBDNF,c51be,,288.46938775510193,65.0,71.55102040816325,25.0,#None,Ensembl,ENSG00000176697,POINT (288.46938775510193 65)
3,RHOA,c884c,a552f,399.92857142857156,408.71428571428567,57.0,25.0,#None,Ensembl,ENSG00000067560,POINT (399.92857142857156 408.71428571428567)
4,AP2A1,d84f7,f94e0,561.8571428571435,219.28571428571448,52.0,25.0,#None,Ensembl,ENSG00000196961,POINT (561.8571428571435 219.28571428571448)
5,CREM,e35f9,,288.46938775510193,705.4459349963132,67.0,25.0,#None,Ensembl,ENSG00000095794,POINT (288.46938775510193 705.4459349963132)
6,CREB1,e6aef,,663.4285714285708,705.4459349963131,90.0,25.0,#None,Ensembl,ENSG00000118260,POINT (663.4285714285708 705.4459349963131)
7,PKC,ec7bb,,771.2244897959184,365.7142857142854,67.95918367346985,25.0,#None,Unknown,PKC,POINT (771.2244897959184 365.7142857142854)
8,STAT3,f2c92,,288.4693877551019,534.2857142857147,69.28571428571435,25.0,#None,Ensembl,ENSG00000168610,POINT (288.4693877551019 534.2857142857147)
9,MAPK,ffa0b,,1034.1326530612248,488.46938775510193,65.40816326530597,25.0,#14961e,WikiPathways,WP382,POINT (1034.1326530612248 488.46938775510193)
10,SLC12A5,c4297,,125.5,159.14285714285714,80.0,25.0,#None,Ensembl,ENSG00000124140,POINT (125.5 159.14285714285714)
11,NTRK2,ce452,,938.3520408163275,162.70408163265324,58.5,25.0,#None,Ensembl,ENSG00000148053,POINT (938.3520408163275 162.70408163265324)
12,NGFR,aed49,,288.46938775510193,158.85714285714286,58.5,25.0,#None,Ensembl,ENSG00000064300,POINT (288.46938775510193 158.85714285714286)
13,PTEN,b2bc7,,600.7058823529418,546.2857142857144,63.126050420167985,25.0,#None,Ensembl,ENSG00000171862,POINT (600.7058823529418 546.2857142857144)
14,PIK3CA,a1bbe,c8347,571.2689075630259,413.28571428571405,60.0,25.0,#None,Ensembl,ENSG00000121879,POINT (571.2689075630259 413.28571428571405)
15,PIK3CB,ce967,c8347,571.2689075630259,438.28571428571405,60.0,25.0,#None,Ensembl,ENSG00000051382,POINT (571.2689075630259 438.28571428571405)
16,PIK3R1,d5b66,c8347,631.268907563026,413.28571428571405,60.0,25.0,#None,Ensembl,ENSG00000145675,POINT (631.268907563026 413.28571428571405)
17,PIK3R2,f77ff,c8347,631.268907563026,438.28571428571405,60.0,25.0,#None,Ensembl,ENSG00000105647,POINT (631.268907563026 438.28571428571405)
18,PIK3R3,b2ece,c8347,631.268907563026,463.285714285714,60.0,25.0,#None,Ensembl,ENSG00000117461,POINT (631.268907563026 463.285714285714)
19,PIK3CG,fcbce,c8347,571.2689075630259,463.285714285714,60.0,25.0,#None,Ensembl,ENSG00000105851,POINT (571.2689075630259 463.285714285714)
20,AP2A2,cf496,f94e0,561.8571428571435,244.28571428571414,52.0,25.0,#None,Ensembl,ENSG00000183020,POINT (561.8571428571435 244.28571428571414)
21,AP2B1,b5340,f94e0,561.8571428571435,269.285714285714,52.0,25.0,#None,Ensembl,ENSG00000006125,POINT (561.8571428571435 269.285714285714)
22,SLC12A5,ee3a5,,125.5,337.0,80.0,25.0,#None,Ensembl,ENSG00000124140,POINT (125.5 337)
23,mBDNF,b5d78,,938.3520408163275,46.41836734693878,58.5,25.0,#None,Ensembl,ENSG00000176697,POINT (938.3520408163275 46.41836734693878)
24,SLC12A5,c5a5f,,1081.6020408163274,159.70408163265324,80.0,25.0,#None,Ensembl,ENSG00000124140,POINT (1081.6020408163274 159.70408163265324)
25,ROCK1,f1220,a552f,399.92857142857156,433.71428571428567,57.0,25.0,#None,Ensembl,ENSG00000067900,POINT (399.92857142857156 433.71428571428567)
26,JAK2,d4bf1,,288.4693877551019,431.3414426178707,60.0,25.0,#None,Ensembl,ENSG00000096968,POINT (288.4693877551019 431.3414426178707)
27,SHC1,f93fe,,840.2551020408154,461.3265306122448,71.93877551020202,25.0,#None,Ensembl,ENSG00000160691,POINT (840.2551020408154 461.3265306122448)
28,GABRA2,ff958,f94e0,499.6428571428573,118.2857142857142,67.85714285714309,25.0,#None,Ensembl,ENSG00000151834,POINT (499.6428571428573 118.2857142857142)
29,GABRA3,c7835,f94e0,499.6428571428573,143.28571428571448,67.85714285714309,25.0,#None,Ensembl,ENSG00000011677,POINT (499.6428571428573 143.28571428571448)
30,GABRA4,b8cee,f94e0,499.6428571428573,168.28571428571448,67.85714285714309,25.0,#None,Ensembl,ENSG00000109158,POINT (499.6428571428573 168.28571428571448)
31,GABRA5,f7e21,f94e0,499.6428571428573,193.2857142857145,67.85714285714309,25.0,#None,Ensembl,ENSG00000186297,POINT (499.6428571428573 193.2857142857145)
32,GABRA6,e07f7,f94e0,499.6428571428573,218.28571428571456,67.85714285714309,25.0,#None,Ensembl,ENSG00000145863,POINT (499.6428571428573 218.28571428571456)
33,GABRB1,ffc8f,f94e0,566.7857142857142,128.9999999999999,67.85714285714309,25.0,#None,Ensembl,ENSG00000163288,POINT (566.7857142857142 128.9999999999999)
34,GABRB2,b5e6d,f94e0,566.7857142857142,153.9999999999999,67.85714285714309,25.0,#None,Ensembl,ENSG00000145864,POINT (566.7857142857142 153.9999999999999)
35,GABRB3,d505a,f94e0,566.7857142857142,178.99999999999972,67.85714285714309,25.0,#None,Ensembl,ENSG00000166206,POINT (566.7857142857142 178.99999999999972)
36,GABRG1,f1175,f94e0,633.9285714285714,128.99999999999983,67.85714285714309,25.0,#None,Ensembl,ENSG00000163285,POINT (633.9285714285714 128.99999999999983)
37,GABRG2,c461f,f94e0,633.9285714285714,153.99999999999977,67.85714285714309,25.0,#None,Ensembl,ENSG00000113327,POINT (633.9285714285714 153.99999999999977)
38,GABRG3,a1198,f94e0,633.9285714285714,178.99999999999963,67.85714285714309,25.0,#None,Ensembl,ENSG00000182256,POINT (633.9285714285714 178.99999999999963)
39,GABRD,fe4d3,f94e0,702.5000000000001,116.14285714285694,67.85714285714309,25.0,#None,Ensembl,ENSG00000187730,POINT (702.5000000000001 116.14285714285694)
40,GABRE,b70e0,f94e0,702.5000000000001,141.14285714285703,67.85714285714309,25.0,#None,Ensembl,ENSG00000102287,POINT (702.5000000000001 141.14285714285703)
41,GABRP,b6569,f94e0,702.5000000000001,166.14285714285683,67.85714285714309,25.0,#None,Ensembl,ENSG00000094755,POINT (702.5000000000001 166.14285714285683)
42,GABRQ,bfd1e,f94e0,702.5000000000001,191.1428571428565,67.85714285714309,25.0,#None,Ensembl,ENSG00000268089,POINT (702.5000000000001 191.1428571428565)
