,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
0,RAB11A,c6bfd,d3a35,340.00000000000017,179.00000000000017,56.0,25.0,#None,Ensembl,ENSG00000103769,POINT (340.00000000000017 179.00000000000017)
1,NDRG1,b20c3,d3a35,467.8333333333338,165.66666666666666,55.0,25.0,#None,Ensembl,ENSG00000104419,POINT (467.8333333333338 165.66666666666666)
2,RAB4A,e150c,d3a35,464.4999999999998,192.66666666666674,55.0,25.0,#None,Ensembl,ENSG00000168118,POINT (464.4999999999998 192.66666666666674)
3,EGR2,e318f,,208.79416531604525,210.2074554294976,66.0,25.0,#None,Ensembl,ENSG00000122877,POINT (208.79416531604525 210.2074554294976)
4,PMP22,e1f40,,215.29937485529052,313.0458439453578,66.0,25.0,#None,Ensembl,ENSG00000109099,POINT (215.29937485529052 313.0458439453578)
5,SH3TC2,f77d8,d3a35,363.5266106442574,234.84593837535,55.624649859943915,25.0,#None,Ensembl,ENSG00000169247,POINT (363.5266106442574 234.84593837535)
6,LITAF,a05be,ef510,653.4581892384306,203.79780667588156,53.02345620643917,25.0,#None,Ensembl,ENSG00000189067,POINT (653.4581892384306 203.79780667588156)
7,MTMR2,bb7c9,d1cdc,823.3471401108712,157.1941846489485,66.0,25.0,#None,Ensembl,ENSG00000087053,POINT (823.3471401108712 157.1941846489485)
8,DNM2,d2bb4,,1506.829282655764,490.763560029734,66.0,25.0,#None,Ensembl,ENSG00000079805,POINT (1506.829282655764 490.763560029734)
9,MPZ,b5626,,355.0192431757622,974.042058229512,90.0,25.0,#None,Ensembl,ENSG00000158887,POINT (355.0192431757622 974.042058229512)
10,RAB4B,fc847,d3a35,464.4999999999998,217.66666666666663,55.0,25.0,#None,Ensembl,ENSG00000167578,POINT (464.4999999999998 217.66666666666663)
11,RAB11B,a4b11,d3a35,340.00000000000017,206.66666666666686,56.0,25.0,#None,Ensembl,ENSG00000185236,POINT (340.00000000000017 206.66666666666686)
12,LITAF,a9687,d1cdc,729.271489135696,157.18371213823113,53.02345620643917,25.0,#None,Ensembl,ENSG00000189067,POINT (729.271489135696 157.18371213823113)
13,RAB25,a5914,d3a35,340.00000000000017,151.33333333333348,56.0,25.0,#None,Ensembl,ENSG00000132698,POINT (340.00000000000017 151.33333333333348)
14,SBF2,b2b28,b46d3,1072.7604302243271,235.64313116434482,60.79654645490952,25.0,#None,Ensembl,ENSG00000133812,POINT (1072.7604302243271 235.64313116434482)
15,FIG4,ffb04,ef510,571.450170565378,204.80977296499074,62.249300139291016,25.0,#None,Ensembl,ENSG00000112367,POINT (571.450170565378 204.80977296499074)
16,MTMR2,d20de,b46d3,1072.7604302243226,210.64313116434514,66.0,25.0,#None,Ensembl,ENSG00000087053,POINT (1072.7604302243226 210.64313116434514)
17,NEFL,c2930,,932.8333333333339,642.312803889789,68.99999999999999,25.0,#None,Ensembl,ENSG00000277586,POINT (932.8333333333339 642.312803889789)
18,HSPB1,a848e,c6ad7,1083.999520980478,496.1188692074649,68.1654385033721,25.0,#None,Ensembl,ENSG00000106211,POINT (1083.999520980478 496.1188692074649)
19,RAB3A,e9fa0,f5852,1395.530371503052,808.1744646252816,55.69958847736608,25.0,#None,Ensembl,ENSG00000105649,POINT (1395.530371503052 808.1744646252816)
20,FGD4,b2911,c6ad7,1032.5838352294095,460.3367386991317,66.0,25.0,#None,Ensembl,ENSG00000139132,POINT (1032.5838352294095 460.3367386991317)
21,HSPB8,f4c0f,,235.66285631046367,670.3014344393991,67.99994276679445,25.0,#None,Ensembl,ENSG00000152137,POINT (235.66285631046367 670.3014344393991)
22,GDAP1,bedde,dbb00,591.911513087724,719.3663091878373,57.28224917309808,25.0,#None,Ensembl,ENSG00000104381,POINT (591.911513087724 719.3663091878373)
23,MFN2,f2006,dbb00,660.8183895121815,772.5025668553372,57.28224917309808,25.0,#None,Ensembl,ENSG00000116688,POINT (660.8183895121815 772.5025668553372)
24,KIF1B,d98e4,,871.6265956845167,808.1806255599856,69.00143556136118,25.0,#None,Ensembl,ENSG00000054523,POINT (871.6265956845167 808.1806255599856)
25,LRSAM1,b4893,,324.12819528587954,420.3200156878481,63.771933884146954,25.0,#None,Ensembl,ENSG00000148356,POINT (324.12819528587954 420.3200156878481)
26,FIG4,d482c,,557.0590306410124,484.5050728029163,62.249300139291016,25.0,#None,Ensembl,ENSG00000112367,POINT (557.0590306410124 484.5050728029163)
27,RAB7A,f07d6,,655.7195244681714,476.97420860538546,49.47975281418831,25.0,#None,Ensembl,ENSG00000075785,POINT (655.7195244681714 476.97420860538546)
28,RAB3B,ee905,f5852,1395.530371503052,833.1744646252816,55.69958847736608,25.0,#None,Ensembl,ENSG00000169213,POINT (1395.530371503052 833.1744646252816)
29,MTMR2,f3d25,,395.5189391384256,471.6717643356035,66.0,25.0,#None,Ensembl,ENSG00000087053,POINT (395.5189391384256 471.6717643356035)
30,HSPB1,c3845,,325.7455469455468,670.3014344393991,68.1654385033721,25.0,#None,Ensembl,ENSG00000106211,POINT (325.7455469455468 670.3014344393991)
31,RAB3A,f3be1,,933.0679187747945,754.2425359380848,55.69958847736608,25.0,#None,Ensembl,ENSG00000105649,POINT (933.0679187747945 754.2425359380848)
32,RAB3B,e731b,,933.0679187747945,779.2425359380848,55.69958847736608,25.0,#None,Ensembl,ENSG00000169213,POINT (933.0679187747945 779.2425359380848)
33,SBF2,f656b,d1cdc,822.7604302243269,182.64313116434482,60.79654645490952,25.0,#None,Ensembl,ENSG00000133812,POINT (822.7604302243269 182.64313116434482)
34,SBF2,d6f39,,396.7604302243269,495.6431311643448,60.79654645490952,25.0,#None,Ensembl,ENSG00000133812,POINT (396.7604302243269 495.6431311643448)
35,RABAC1,b77c7,,640.450170565378,501.80977296499077,62.249300139291016,25.0,#None,Ensembl,ENSG00000105404,POINT (640.450170565378 501.80977296499077)
36,RABAC1,a509a,d3a35,426.450170565378,239.80977296499077,62.249300139291016,25.0,#None,Ensembl,ENSG00000105404,POINT (426.450170565378 239.80977296499077)
